image,eventLabel,date,event,participants,article_en
http://commons.wikimedia.org/wiki/Special:FilePath/Central%20Europe%20in%20the%20early%2014th%20century..jpg,Polish–Teutonic War of 1327–1332,1326-01-01T00:00:00Z,http://www.wikidata.org/entity/Q583223,Masovia; Kingdom of Hungary; Kingdom of Bohemia; United Kingdom of Poland; Duchy of Jawor; Teutonic Order; Duchy of Płock; Grand Duchy of Lithuania,https://en.wikipedia.org/wiki/Polish%E2%80%93Teutonic_War_(1326%E2%80%931332)
,,,http://www.wikidata.org/entity/Q5887863,Ancient Corinth; Corcyra,
,,,http://www.wikidata.org/entity/Q598089,Kingdom of England; Republic of Ragusa; Republic of Venice; Hispanic Monarchy; Dutch Republic; Holy Roman Empire,
http://commons.wikimedia.org/wiki/Special:FilePath/Kirholm%201605%20I.JPG,Polish–Swedish War (1600–11),1600-01-01T00:00:00Z,http://www.wikidata.org/entity/Q598774,history of Sweden (1523–1611); Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Polish%E2%80%93Swedish_War_(1600%E2%80%931611)
http://commons.wikimedia.org/wiki/Special:FilePath/Confederacion%20war%20peru%20bolivia%20chile.png,War of the Confederation,1836-01-01T00:00:00Z,http://www.wikidata.org/entity/Q601811,Argentine Confederation; Chile; North Peru; Peru–Bolivian Confederation,https://en.wikipedia.org/wiki/War_of_the_Confederation
,Indian intervention in the Sri Lankan Civil War,1987-07-29T00:00:00Z,http://www.wikidata.org/entity/Q6022577,Sri Lanka; Liberation Tigers of Tamil Eelam; Indian Peace Keeping Force,https://en.wikipedia.org/wiki/Indian_intervention_in_the_Sri_Lankan_Civil_War
http://commons.wikimedia.org/wiki/Special:FilePath/German%20print%20of%20the%201727%20Gibraltar%20Siege.jpg,Anglo-Spanish War of 1727–1729,1727-01-01T00:00:00Z,http://www.wikidata.org/entity/Q604204,Great Britain; Kingdom of Spain,https://en.wikipedia.org/wiki/Anglo-Spanish_War_(1727%E2%80%931729)
http://commons.wikimedia.org/wiki/Special:FilePath/Citadel%20in%20Victoria.jpg,Invasion of Gozo,1551-07-01T00:00:00Z,http://www.wikidata.org/entity/Q6059644,Ottoman Empire; Order of Hospitallers,https://en.wikipedia.org/wiki/Invasion_of_Gozo_(1551)
http://commons.wikimedia.org/wiki/Special:FilePath/After%20a%20VBIED%20Iraq%20War%202007-2008.jpg,Iraq War troop surge of 2007,2007-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6067814,United States of America,https://en.wikipedia.org/wiki/Iraq_War_troop_surge_of_2007
,,,http://www.wikidata.org/entity/Q60745019,Kingdom of Dardania; Bastarnae,
,,,http://www.wikidata.org/entity/Q60769268,Nizari Ismaili state; Seljuk Empire; Abbasid Caliphate,
,,,http://www.wikidata.org/entity/Q60789136,Abbasid Caliphate; Fatimid Egypt Caliphate,
,,,http://www.wikidata.org/entity/Q60789138,Abbasid Caliphate; Fatimid Egypt Caliphate,
,,,http://www.wikidata.org/entity/Q6079779,Afsharid dynasty; Ottoman Empire,
,,,http://www.wikidata.org/entity/Q6086412,English people; Powhatan,
,,,http://www.wikidata.org/entity/Q6094583,Ottoman Empire; Safavid Empire; Safavid Empire,
,,,http://www.wikidata.org/entity/Q609836,Estado Novo; African Party for the Independence of Guinea and Cape Verde; National Liberation Front of Angola; National Union for the Total Independence of Angola; FRELIMO; Front for the Liberation of the Enclave of Cabinda; People's Movement for the Liberation of Angola,
http://commons.wikimedia.org/wiki/Special:FilePath/Map%20of%20Aouzou%20stip%20chad-svg.svg,Chadian–Libyan war,1987-09-11T00:00:00Z,http://www.wikidata.org/entity/Q611071,Zaire; FROLINAT; Transitional Government of National Unity; history of Libya under Muammar Gaddafi; Chad; France; Muammar Gaddafi,https://en.wikipedia.org/wiki/Chadian%E2%80%93Libyan_War
,Java War,1741-02-01T00:00:00Z,http://www.wikidata.org/entity/Q6165029,Dutch colonial empire; Javanese,https://en.wikipedia.org/wiki/Java_War_(1741%E2%80%931743)
http://commons.wikimedia.org/wiki/Special:FilePath/Dominic%20Serres%20the%20Elder%20-%20The%20Capture%20of%20Havana%2C%201762%2C%20Storming%20of%20Morro%20Castle%2C%2030%20July.jpg,Anglo-Spanish War,1762-01-01T00:00:00Z,http://www.wikidata.org/entity/Q616846,Great Britain; Kingdom of France; Kingdom of Portugal; Enlightenment in Spain; Filipino people,https://en.wikipedia.org/wiki/Anglo-Spanish_War_(1762%E2%80%931763)
,,,http://www.wikidata.org/entity/Q616939,Ahmed ‘Urabi; Tewfik Pasha; British Empire; Egypt; United Kingdom of Great Britain and Ireland; British Raj,
http://commons.wikimedia.org/wiki/Special:FilePath/Anglo-Mysore%20War%201%20and%202.png,First Anglo-Mysore War,1767-01-01T00:00:00Z,http://www.wikidata.org/entity/Q617070,Kingdom of Mysore; East India Company; Carnatic state; Maratha Empire; Hyderabad State,https://en.wikipedia.org/wiki/First_Anglo-Mysore_War
http://commons.wikimedia.org/wiki/Special:FilePath/Indian%20Camp%20Scene.jpg,Third Anglo-Maratha War,1817-11-01T00:00:00Z,http://www.wikidata.org/entity/Q617210,East India Company; British Empire; Maratha Empire,https://en.wikipedia.org/wiki/Third_Anglo-Maratha_War
,,,http://www.wikidata.org/entity/Q617321,East India Company; Kingdom of Mysore; Nizam of Hyderabad; Maratha Empire,
,,,http://www.wikidata.org/entity/Q617333,Kingdom of France; Holy Roman Empire; Hispanic Monarchy,
http://commons.wikimedia.org/wiki/Special:FilePath/Anglo-Mysore%20War%203.png,Third Anglo-Mysore War,1792-03-18T00:00:00Z,http://www.wikidata.org/entity/Q617350,East India Company; Maratha Empire; Kingdom of France; Kingdom of Mysore; Hyderabad State,https://en.wikipedia.org/wiki/Third_Anglo-Mysore_War
http://commons.wikimedia.org/wiki/Special:FilePath/Kooshab.jpg,Anglo-Persian War,1856-11-01T00:00:00Z,http://www.wikidata.org/entity/Q617772,Qajar dynasty; United Kingdom of Great Britain and Ireland; East India Company; Emirate of Afghanistan,https://en.wikipedia.org/wiki/Anglo-Persian_War
http://commons.wikimedia.org/wiki/Special:FilePath/Anglo-Mysore%20War%204.png,Fourth Anglo-Mysore War,1799-05-04T00:00:00Z,http://www.wikidata.org/entity/Q617782,Hyderabad State; Thiruvithamkoor Maharajyam; Carnatic state; Kingdom of Mysore; Mughal Empire; East India Company,https://en.wikipedia.org/wiki/Fourth_Anglo-Mysore_War
http://commons.wikimedia.org/wiki/Special:FilePath/Geronimo%20camp%20March%2027%2C%201886.jpg,Apache Wars,1849-01-01T00:00:00Z,http://www.wikidata.org/entity/Q617827,Apacheria; United States of America,https://en.wikipedia.org/wiki/Apache_Wars
http://commons.wikimedia.org/wiki/Special:FilePath/Kit%20Carson%201854.jpg,Jicarilla War,1849-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6192082,United States of America; Apache; Kit Carson; Flechas Rayada; Ute; Philip St. George Cooke; John Davidson,https://en.wikipedia.org/wiki/Jicarilla_War
http://commons.wikimedia.org/wiki/Special:FilePath/Tskhinval%20Yana%20Amelina%2010.jpg,Russo-Georgian War,2008-08-08T00:00:00Z,http://www.wikidata.org/entity/Q620735,Georgia; South Ossetia; Russia; Abkhazia,https://en.wikipedia.org/wiki/Russo-Georgian_War
http://commons.wikimedia.org/wiki/Special:FilePath/Episodio%20delle%20cinque%20giornate%20%28Baldassare%20Verazzi%29.jpg,Five Days of Milan,1848-03-22T00:00:00Z,http://www.wikidata.org/entity/Q623164,Austrian Empire; Revolutions of 1848 in the Italian states,https://en.wikipedia.org/wiki/Five_Days_of_Milan
,,,http://www.wikidata.org/entity/Q623171,Vietnam; People's Republic of China,
http://commons.wikimedia.org/wiki/Special:FilePath/Rzeczpospolita%20Potop.png,Deluge,1655-01-01T00:00:00Z,http://www.wikidata.org/entity/Q631163,Tsardom of Russia; Dutch Republic; Habsburg monarchy; Swedish Empire; Kingdom of Hungary; Crimean Khanate; Denmark–Norway; Principality of Transylvania; Cossack Hetmanate; Grand Duchy of Lithuania; Polish–Lithuanian Commonwealth; Principality of Moldavia; Brandenburg-Prussia; Wallachia,https://en.wikipedia.org/wiki/Deluge_(history)
http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%BE-%D1%82%D1%83%D1%80%D0%B5%D1%86%D0%BA%D0%B0%D1%8F%20%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0%201568.jpg,Russo-Turkish War (1568–1570),1568-01-01T00:00:00Z,http://www.wikidata.org/entity/Q631799,Ottoman Empire; Tsardom of Russia,https://en.wikipedia.org/wiki/Russo-Turkish_War_(1568%E2%80%931570)
http://commons.wikimedia.org/wiki/Special:FilePath/War%20between%20Muscovy%20and%20the%20Polish-Lithuanian%20Commonwealth%20of%201654-1667%20Montage.png,Russo-Polish War,1654-01-01T00:00:00Z,http://www.wikidata.org/entity/Q631991,Tsardom of Russia; Crimean Khanate; Cossack Hetmanate; Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Russo-Polish_War_(1654%E2%80%931667)
http://commons.wikimedia.org/wiki/Special:FilePath/Map%20GSPC-fr.svg,Insurgency in the Maghreb (2002–),2002-04-11T00:00:00Z,http://www.wikidata.org/entity/Q632787,Libya; France; Salafia Jihadia; Al-Mourabitoun; al-Qaeda in the Islamic Maghreb; Tunisia; Jama'at Nasr al-Islam wal Muslimin; Mali; Niger; United Nations Multidimensional Integrated Stabilization Mission in Mali; Chad; Algeria; Ansar Dine; Movement for Oneness and Jihad in West Africa; Ansar al-Sharia (Tunisia); Ansar al-Sharia; Islamic State; Salafist Group for Preaching and Combat; Mauritania; Boko Haram; Chaambi Operations,https://en.wikipedia.org/wiki/Insurgency_in_the_Maghreb_(2002%E2%80%93present)
,Cambodian–Vietnamese War,1989-09-26T00:00:00Z,http://www.wikidata.org/entity/Q635533,Vietnam; Kampuchean United Front for National Salvation; People's Republic of Kampuchea; Democratic Kampuchea; Thailand; Coalition Government of Democratic Kampuchea,https://en.wikipedia.org/wiki/Cambodian%E2%80%93Vietnamese_War
http://commons.wikimedia.org/wiki/Special:FilePath/Northern%20Italy%20in%201494.png,War of the League of Cambrai,1508-01-01T00:00:00Z,http://www.wikidata.org/entity/Q636365,Duchy of Ferrara; Papal States; Spain; Holy Roman Empire; Kingdom of Scotland; Republic of Venice; Duchy of Milan; Swiss mercenaries; Kingdom of France; Kingdom of England,https://en.wikipedia.org/wiki/War_of_the_League_of_Cambrai
,,,http://www.wikidata.org/entity/Q6364172,Ashikaga Takauji; Kō no Moronao; Ashikaga Tadayoshi,
http://commons.wikimedia.org/wiki/Special:FilePath/Sam%20Houston%20at%20San%20Jacinto.jpg,Texas Revolution,1836-04-21T00:00:00Z,http://www.wikidata.org/entity/Q638530,Republic of Texas; Centralist Republic of Mexico; Mexican Texas,https://en.wikipedia.org/wiki/Texas_Revolution
http://commons.wikimedia.org/wiki/Special:FilePath/Siege%20of%20Azov%20%281736%29.jpg,Russo-Turkish War (1736–1739),1739-10-03T00:00:00Z,http://www.wikidata.org/entity/Q638587,Russian Empire; Habsburg monarchy; Ottoman Empire,https://en.wikipedia.org/wiki/Russo-Turkish_War_(1735%E2%80%931739)
,Smyrniote crusades,1343-01-01T00:00:00Z,http://www.wikidata.org/entity/Q638850,Beylik of Aydın; Order of Hospitallers; Papal States; Republic of Venice; Kingdom of Cyprus; Dauphiné,https://en.wikipedia.org/wiki/Smyrniote_crusades
,,,http://www.wikidata.org/entity/Q64019384,Adamawa Emirate; German Empire,
,Laotian Rebellion,1826-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6407091,Thailand; Kingdom of Vientiane; Kingdom of Champasak,https://en.wikipedia.org/wiki/Lao_rebellion_(1826%E2%80%931828)
http://commons.wikimedia.org/wiki/Special:FilePath/VietXiem1845.jpg,Siamese–Vietnamese War of 1841–1845,1841-01-01T00:00:00Z,http://www.wikidata.org/entity/Q641185,Nguyen dynasty; Siamese Empire; Cambodia,https://en.wikipedia.org/wiki/Siamese%E2%80%93Vietnamese_War_(1841%E2%80%931845)
,Harb al-fijar,0600-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6414591,Banu Kinanah; Quraysh,https://en.wikipedia.org/wiki/Fijar_Wars
,War of Dagestan,1999-09-14T00:00:00Z,http://www.wikidata.org/entity/Q643925,Russia; Islamic Djamaat of Dagestan,https://en.wikipedia.org/wiki/War_in_Dagestan_(1999)
,,,http://www.wikidata.org/entity/Q643987,Ancient Rome,
,Toyota War,1987-09-11T00:00:00Z,http://www.wikidata.org/entity/Q644589,France; Democratic Revolutionary Council; history of Libya under Muammar Gaddafi; People's Armed Forces (Chad); Chadian National Armed Forces,https://en.wikipedia.org/wiki/Toyota_War
,,,http://www.wikidata.org/entity/Q65052293,Parthian Empire; Greco-Bactrian Kingdom,
,Urtatagai conflict,1925-11-27T00:00:00Z,http://www.wikidata.org/entity/Q65065597,Soviet Union; Basmachi movement; Emirate of Afghanistan,https://en.wikipedia.org/wiki/Urtatagai_conflict_(1925%E2%80%931926)
,,,http://www.wikidata.org/entity/Q651008,Corinth; Thebes; history of Athens; Sparta; Argos; Achaemenid Empire; Peloponnesian League,
,,,http://www.wikidata.org/entity/Q651277,House of Habsburg,
,,,http://www.wikidata.org/entity/Q65129936,Visigothic Kingdom of Tolosa; Kingdom of the Burgundians; Francia; Kingdom of the Burgundians,
,,,http://www.wikidata.org/entity/Q65131239,Duchy of Savoy; Republic of Genoa,
http://commons.wikimedia.org/wiki/Special:FilePath/SSDF%20logo%20anthem.jpg,1982 Ethiopian–Somali Border War,1982-01-01T00:00:00Z,http://www.wikidata.org/entity/Q652284,Derg; Somali Democratic Republic; Somali Salvation Democratic Front,https://en.wikipedia.org/wiki/1982_Ethiopian%E2%80%93Somali_Border_War
,Indo-Pakistani War of 1947,1947-01-01T00:00:00Z,http://www.wikidata.org/entity/Q652285,Dominion of Pakistan; Dominion of India,https://en.wikipedia.org/wiki/Indo-Pakistani_War_of_1947%E2%80%931948
,,,http://www.wikidata.org/entity/Q6542740,Ottoman Empire; Habsburg monarchy,
http://commons.wikimedia.org/wiki/Special:FilePath/USSConstellationVsInsurgente.jpg,Quasi-War,1800-09-30T00:00:00Z,http://www.wikidata.org/entity/Q655480,French First Republic; Great Britain; United States of America,https://en.wikipedia.org/wiki/Quasi-War
http://commons.wikimedia.org/wiki/Special:FilePath/Velestino1897.jpg,Greco-Turkish War (1897),1897-01-01T00:00:00Z,http://www.wikidata.org/entity/Q657055,Kingdom of Greece; Ottoman Empire,https://en.wikipedia.org/wiki/Greco-Turkish_War_(1897)
http://commons.wikimedia.org/wiki/Special:FilePath/The%20Illustration%20of%20The%20Siberian%20War%2C%20No.%2016.%20The%20Japanese%20Army%20Occupied%20Vragaeschensk.jpg,Siberian Intervention,1922-10-01T00:00:00Z,http://www.wikidata.org/entity/Q658598,French Third Republic; United Kingdom of Great Britain and Ireland; United States of America; Far Eastern Republic; Beiyang Government; Mongolian People's Party; Kingdom of Italy; Empire of Japan; Russian Soviet Federative Socialist Republic; Second Polish Republic; White movement; Canada; First Czechoslovak Republic; Bogd Khanate of Mongolia,https://en.wikipedia.org/wiki/Siberian_intervention
,,,http://www.wikidata.org/entity/Q670984,Prince-Bishopric of Basel,
,,,http://www.wikidata.org/entity/Q67174853,Alonso de Ojeda; Bartholomew Columbus; Spain; Francisco Roldán; Caonabo; Pere Margarit; Taíno people; Christopher Columbus,
,,,http://www.wikidata.org/entity/Q6744162,Malli; Macedonia; League of Corinth,
,War of Saint-Sardos,1324-01-01T00:00:00Z,http://www.wikidata.org/entity/Q676068,Kingdom of England; France in the Middle Ages,https://en.wikipedia.org/wiki/War_of_Saint-Sardos
,,,http://www.wikidata.org/entity/Q677316,Samnium; Marrucini; Picentes; Marsi; Ancient Rome; Lucania; Paeligni; Venosa; Iapyges; Hirpini; Pompeii; Vestini; Frentani; Socii,
,,,http://www.wikidata.org/entity/Q6778561,Umayyad Caliphate; Principate of Iberia,
http://commons.wikimedia.org/wiki/Special:FilePath/Qing%20Dzungar%20wars.jpg,Dzungar–Qing War,1687-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6808293,Amursana; Kangxi Emperor; Bandi; Qianlong Emperor; Dzungar people; Oirats; Dawachi; Kyrgyz people; Zhaohui; Uyghurs,https://en.wikipedia.org/wiki/Dzungar%E2%80%93Qing_Wars
,,,http://www.wikidata.org/entity/Q682482,Sweden; Russian Empire,
,,,http://www.wikidata.org/entity/Q6861027,Ancient Rome; Achaean League,
,,,http://www.wikidata.org/entity/Q686564,Principality of Serbia; Russian Empire; Ottoman Empire,
http://commons.wikimedia.org/wiki/Special:FilePath/Nlaka%27pamux.jpg,Fraser Canyon War,1858-01-01T00:00:00Z,http://www.wikidata.org/entity/Q686731,Colony of British Columbia; Nlaka'pamux,https://en.wikipedia.org/wiki/Fraser_Canyon_War
http://commons.wikimedia.org/wiki/Special:FilePath/Vukovar%20turm.jpg,Croatian War of Independence,1995-11-12T00:00:00Z,http://www.wikidata.org/entity/Q68969,Republic of Bosnia and Herzegovina; Republic of Serbia; Yugoslav People's Army; Republic of Serbian Krajina; Socialist Federal Republic of Yugoslavia; Republika Srpska; Croatia,https://en.wikipedia.org/wiki/Croatian_War_of_Independence
,,,http://www.wikidata.org/entity/Q690361,Order of Saint Stephen; Crimean Khanate; Principality of Transylvania; Zaporozhian Cossacks; Duchy of Mantua; Spain; Kingdom of Croatia; Kingdom of Hungary; Duchy of Savoy; Principality of Moldavia; Duchy of Ferrara; Uprising in Banat; Wallachia; Republic of Ragusa; Grand Duchy of Tuscany; Ottoman Empire; Papal States; Holy Roman Empire; Nogai Horde,
,,,http://www.wikidata.org/entity/Q692869,Colombian Liberal Party; Colombian Conservative Party,
,,,http://www.wikidata.org/entity/Q6932168,Safavid Empire; Mughal Empire,
,,,http://www.wikidata.org/entity/Q694835,Republic of Venice; Ottoman Empire; Habsburg monarchy,
,,,http://www.wikidata.org/entity/Q6957844,Afsharid Empire; Mughal Empire; Hyderabad State; Oudh State,
http://commons.wikimedia.org/wiki/Special:FilePath/Japanese%20light%20tanks%20moving%20forward%20the%20front%20of%20the%20Khalkha%20River.jpg,Soviet–Japanese border conflicts,1932-01-01T00:00:00Z,http://www.wikidata.org/entity/Q696389,Soviet Union; Empire of Japan; Mongolian People's Republic,https://en.wikipedia.org/wiki/Soviet%E2%80%93Japanese_border_conflicts
http://commons.wikimedia.org/wiki/Special:FilePath/BritsLookingOnBaghdad1941.jpg,Anglo-Iraqi War,1941-01-01T00:00:00Z,http://www.wikidata.org/entity/Q696848,Kingdom of Greece; United Kingdom; Kingdom of Iraq; Australia; Kingdom of Italy; Nazi Germany; 'Abd al-Ilah; Dominion of New Zealand,https://en.wikipedia.org/wiki/Anglo-Iraqi_War
http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20Pavia%2C%20oil%20on%20panel.jpg,Italian War of 1521–1526,1521-01-01T00:00:00Z,http://www.wikidata.org/entity/Q698281,Kingdom of France; Republic of Venice; Spanish Empire; Holy Roman Empire; Papal States; Kingdom of England,https://en.wikipedia.org/wiki/Italian_War_of_1521%E2%80%931526
http://commons.wikimedia.org/wiki/Special:FilePath/MaineBoundaryDispute.jpg,Aroostook War,1838-01-01T00:00:00Z,http://www.wikidata.org/entity/Q698312,United States of America; United Kingdom of Great Britain and Ireland,https://en.wikipedia.org/wiki/Aroostook_War
http://commons.wikimedia.org/wiki/Special:FilePath/Venetiancrete.jpg,Cretan War,1645-01-01T00:00:00Z,http://www.wikidata.org/entity/Q699602,Kingdom of France; Ottoman Empire; Papal States; Maniots; Order of Hospitallers; Republic of Venice,https://en.wikipedia.org/wiki/Cretan_War_(1645%E2%80%931669)
http://commons.wikimedia.org/wiki/Special:FilePath/Sueleymanname%20nahcevan.jpg,Ottoman-Safavid War,1532-01-01T00:00:00Z,http://www.wikidata.org/entity/Q700841,Safavid dynasty; Ottoman Empire,https://en.wikipedia.org/wiki/Ottoman%E2%80%93Safavid_War_(1532%E2%80%931555)
http://commons.wikimedia.org/wiki/Special:FilePath/OttomanEmpireIn1683.png,Ottoman–Safavid War,1578-01-01T00:00:00Z,http://www.wikidata.org/entity/Q701644,Safavid dynasty; Ottoman Empire,https://en.wikipedia.org/wiki/Ottoman%E2%80%93Safavid_War_(1578%E2%80%931590)
,,,http://www.wikidata.org/entity/Q703426,Wa; Goguryeo,
,,,http://www.wikidata.org/entity/Q70381515,Panhellenic Liberation Organization; Greek People's Liberation Army; National Republican Greek League; National and Social Liberation,
http://commons.wikimedia.org/wiki/Special:FilePath/TaiwanShuppei.jpg,Japanese invasion of Taiwan,1874-05-01T00:00:00Z,http://www.wikidata.org/entity/Q703942,Taiwanese indigenous peoples; Empire of Japan; Qing dynasty,https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1874)
http://commons.wikimedia.org/wiki/Special:FilePath/SinoFrenchWar1884-1885-fr.png,Sino-French War,1885-04-01T00:00:00Z,http://www.wikidata.org/entity/Q706183,Qing dynasty; French Third Republic,https://en.wikipedia.org/wiki/Sino-French_War
,Samanid Civil War of 888,0888-01-01T00:00:00Z,http://www.wikidata.org/entity/Q70775162,Nasr I; Ismail Samani,https://en.wikipedia.org/wiki/Samanid_Civil_War_of_888
,,,http://www.wikidata.org/entity/Q710709,Silla; Tang dynasty,
http://commons.wikimedia.org/wiki/Special:FilePath/Numaga.jpg,Paiute War,1860-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7125242,Northern Paiute; Bannock people; Shoshone; United States of America,https://en.wikipedia.org/wiki/Paiute_War
http://commons.wikimedia.org/wiki/Special:FilePath/Paraguay%20campa%C3%B1a%2001.png,Paraguay campaign,1810-09-01T00:00:00Z,http://www.wikidata.org/entity/Q7134668,Manuel Belgrano,https://en.wikipedia.org/wiki/Paraguay_campaign
,,,http://www.wikidata.org/entity/Q714557,Ashoka; maurya empire; Kalinga,
,,,http://www.wikidata.org/entity/Q7166879,United Kingdom of Great Britain and Ireland; Malaysia,
http://commons.wikimedia.org/wiki/Special:FilePath/Migita%20Toshihide%20-%20The%20Imperial%20Guard%20Defeats%20the%20Enemy%20in%20Hard%20Fighting%20at%20Jilong%20on%20the%20Island%20of%20Taiwan%20-%20Google%20Art%20Project.jpg,Japanese invasion of Taiwan (1895),1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q717373,Republic of Formosa; Empire of Japan; Republic of Formosa; Empire of Japan,https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1895)
http://commons.wikimedia.org/wiki/Special:FilePath/Chiang%20Kai-shek%27s%20army%20in%20the%20Central%20Plains%20War.jpg,Central Plains War,1929-09-01T00:00:00Z,http://www.wikidata.org/entity/Q717809,Chiang Kai-shek; Li Zongren; Yan Xishan; Feng Yuxiang,https://en.wikipedia.org/wiki/Central_Plains_War
,Polish–Teutonic War of 1431–35,1431-01-01T00:00:00Z,http://www.wikidata.org/entity/Q720936,Kingdom of Poland; Teutonic Order,https://en.wikipedia.org/wiki/Polish%E2%80%93Teutonic_War_(1431%E2%80%931435)
,,,http://www.wikidata.org/entity/Q7210108,Swedish Empire; Polish–Lithuanian Commonwealth,
,,,http://www.wikidata.org/entity/Q722041,Ashanti Empire; Akuapem; Akyem,
,Ashanti–Fante War,1806-01-01T00:00:00Z,http://www.wikidata.org/entity/Q722047,Ashanti Empire; Kingdom of Holland; Fante Confederacy,https://en.wikipedia.org/wiki/Ashanti%E2%80%93Fante_War
,,,http://www.wikidata.org/entity/Q722051,Ashanti Empire; British Empire,
,,,http://www.wikidata.org/entity/Q722713,Portuguese Empire; Ottoman Empire,
http://commons.wikimedia.org/wiki/Special:FilePath/%E5%8C%97%E5%AE%8B%E7%96%86%E5%9F%9F%E5%9B%BE%EF%BC%88%E7%AE%80%EF%BC%89.png,Song-Lý War,1075-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7242972,Vietnam; Song dynasty,https://en.wikipedia.org/wiki/Song%E2%80%93%C4%90%E1%BA%A1i_Vi%E1%BB%87t_war
,,,http://www.wikidata.org/entity/Q727922,Ruprecht of the Palatinate; Duchy of Burgundy; Landstände; Roman Catholic Archdiocese of Cologne; Holy Roman Empire,
,,,http://www.wikidata.org/entity/Q73717019,Balearic slinger; Ancient Rome,
http://commons.wikimedia.org/wiki/Special:FilePath/Genpei%20kassen.jpg,Genpei War,1180-01-01T00:00:00Z,http://www.wikidata.org/entity/Q737542,Minamoto clan; Taira clan,https://en.wikipedia.org/wiki/Genpei_War
,,,http://www.wikidata.org/entity/Q7382025,Russian Empire; Emirate of Bukhara,
,,,http://www.wikidata.org/entity/Q738787,Chalkida; Eretria,
http://commons.wikimedia.org/wiki/Special:FilePath/FotorCreated.jpg,World War II in Albania,1942-01-01T00:00:00Z,http://www.wikidata.org/entity/Q74109,Italian Occupation of the Kingdom of Albania; Kingdom of Italy; Albanian Kingdom; Nazi Germany; Legality Movement; Balli Kombëtar; National Liberation Movement,https://en.wikipedia.org/wiki/World_War_II_in_Albania
,,,http://www.wikidata.org/entity/Q741777,Ancient Rome; Mark Antony,
http://commons.wikimedia.org/wiki/Special:FilePath/Fragata%20Numancia.jpg,Chincha Islands War,1864-01-01T00:00:00Z,http://www.wikidata.org/entity/Q742813,Ecuador; Spain; Bolivia; Peru; Chile,https://en.wikipedia.org/wiki/Chincha_Islands_War
http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20Khotyn%201673.PNG,Polish–Ottoman War of 1672–1676,1672-01-01T00:00:00Z,http://www.wikidata.org/entity/Q74298,Cossack Hetmanate; Crimean Khanate; Principality of Moldavia; Polish–Lithuanian Commonwealth; Ottoman Empire; Wallachia,https://en.wikipedia.org/wiki/Polish%E2%80%93Ottoman_War_(1672%E2%80%931676)
http://commons.wikimedia.org/wiki/Special:FilePath/Sloane%203584%20f.78v%20Turkish%20galleys%20in%20battle%2C%20c.1636.PNG,Polish–Ottoman War of 1633–34,1633-01-01T00:00:00Z,http://www.wikidata.org/entity/Q74302,Polish–Lithuanian Commonwealth; Ottoman Empire,https://en.wikipedia.org/wiki/Polish%E2%80%93Ottoman_War_(1633%E2%80%931634)
,,,http://www.wikidata.org/entity/Q7443152,France; Great Britain; Black Carib,
,,,http://www.wikidata.org/entity/Q7443317,Duchy of Savoy; Republic of Genoa,
,,,http://www.wikidata.org/entity/Q744969,Xiongnu; Han dynasty,
,Shahin's invasion of Asia Minor,0615-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7461755,Sasanian Empire; Byzantine Empire,https://en.wikipedia.org/wiki/Shahin%27s_invasion_of_Asia_Minor_(615)
,,,http://www.wikidata.org/entity/Q74623,Serbs; Habsburg monarchy; Holy Roman Empire; Polish–Lithuanian Commonwealth; Albanians; Duchy of Mantua; Bulgarians; Republic of Venice; Greeks; Prince-Bishopric of Montenegro; Ottoman Empire; Tsardom of Russia,
,,,http://www.wikidata.org/entity/Q748780,Kingdom of Laos; Lao Issara; Khmer Issarak; State of Vietnam; Vietnamese Independence League; Kingdom of Cambodia; French Fourth Republic,
,,,http://www.wikidata.org/entity/Q751743,Yellow Turban Army; Eastern Han,
,,,http://www.wikidata.org/entity/Q75626,Ancient Elis; Achaean League; Macedonia; Attalid dynasty; Sparta; Ancient Rome; Messenia; list of Illyrians; Aetolian League,
,,,http://www.wikidata.org/entity/Q7565812,South African Republic; Zulu Kingdom; United Kingdom,
,,,http://www.wikidata.org/entity/Q75665,Macedonia; Aetolian League; Classical Athens; Kingdom of Dardania; Attalid dynasty; Rhodes; Ancient Rome,
